club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,filename,url
2521,fc-alverca,FC Alverca,PO1,,23,24.2,19,82.6,1,Complexo Desportivo FC Alverca,6932,+-0,Custódio,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-alverca/startseite/verein/2521
25467,philadelphia-union,Philadelphia Union,MLS1,,29,23.8,10,34.5,4,Subaru Park,18500,€-3.65m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/philadelphia-union/startseite/verein/25467
2687,fc-cadiz,Cádiz CF,ES1,,26,28.7,6,23.1,2,Nuevo Mirandilla,21094,+€4.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/fc-cadiz/startseite/verein/2687
269,holstein-kiel,Holstein Kiel,L1,,29,25.1,15,51.7,4,Holstein-Stadion,15034,+€7.97m,Marcel Rapp,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/holstein-kiel/startseite/verein/269
2697,sanfrecce-hiroshima,Sanfrecce Hiroshima,JAP1,,27,27.2,2,7.4,6,EDION Peace Wing Hiroshima,28529,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sanfrecce-hiroshima/startseite/verein/2697
27,fc-bayern-munchen,Bayern Munich,L1,,31,26.1,15,48.4,20,Allianz Arena,75000,€-81.25m,Vincent Kompany,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-bayern-munchen/startseite/verein/27
2722,spal,SPAL,IT1,,32,26.0,8,25.0,2,Paolo Mazza,16134,+€2.75m,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/spal/startseite/verein/2722
273,fc-stade-rennes,Stade Rennais FC,FR1,,34,25.3,20,58.8,15,Roazhon Park,29778,+€36.00m,Habib Beye,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
276,hellas-verona,Hellas Verona,IT1,,29,24.4,23,79.3,8,Marcantonio Bentegodi,39211,+€17.30m,Paolo Zanetti,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
281,manchester-city,Manchester City,GB1,,32,25.2,20,62.5,22,Etihad Stadium,61000,€-152.03m,Pep Guardiola,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
288,club-estudiantes-de-la-plata,Club Estudiantes de La Plata,ARG1,,32,27.4,6,18.8,1,Jorge Luis Hirschi,32530,+€6.53m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-estudiantes-de-la-plata/startseite/verein/288
289,afc-sunderland,Sunderland AFC,GB1,,31,25.7,25,80.6,16,Stadium of Light,48707,+€22.00m,Régis Le Bris,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/afc-sunderland/startseite/verein/289
29,fc-everton,Everton FC,GB1,,23,25.8,11,47.8,9,Hill Dickinson Stadium,52769,€-65.30m,David Moyes,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29
290,aj-auxerre,AJ Auxerre,FR1,,31,24.2,19,61.3,9,Stade de l'Abbé-Deschamps,18541,€-12.55m,Christophe Pélissier,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/aj-auxerre/startseite/verein/290
2919,ac-monza,AC Monza,IT1,,29,26.5,12,41.4,2,Brianteo,17102,+€14.90m,Alessandro Nesta,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ac-monza/startseite/verein/2919
2921,delfino-pescara-1936,Delfino Pescara 1936,IT1,,28,24.6,6,21.4,1,Adriatico,20476,+€4.60m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/delfino-pescara-1936/startseite/verein/2921
294,benfica-lissabon,SL Benfica,PO1,,30,24.7,17,56.7,16,Estádio da Luz,68100,+€11.75m,Bruno Lage,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
2969,dijon-fco,Dijon FCO,FR1,,29,25.8,14,48.3,4,Stade Gaston-Gérard,16098,+€1.50m,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/dijon-fco/startseite/verein/2969
2990,academica-coimbra,Académica Coimbra,PO1,,26,25.2,6,23.1,0,Estádio Cidade de Coimbra,29744,+€150k,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/academica-coimbra/startseite/verein/2990
2995,fc-pacos-de-ferreira,FC Paços de Ferreira,PO1,,32,25.5,17,50.0,1,Estádio Capital do Móvel,9076,+-0,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
3,1-fc-koln,1.FC Köln,L1,,28,25.7,12,42.9,6,RheinEnergieSTADION,50000,€-1.90m,Lukas Kwasniok,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
3008,hull-city,Hull City,GB1,,28,25.0,17,60.7,6,MKM Stadium,25586,+€7.50m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/hull-city/startseite/verein/3008
306,sc-heerenveen,SC Heerenveen,NL1,,23,24.0,13,56.5,2,Abe Lenstra Stadion,27224,+-0,Robin Veldman,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sc-heerenveen/startseite/verein/306
31,fc-liverpool,Liverpool FC,GB1,,29,25.4,22,75.9,18,Anfield,61276,€-103.60m,Arne Slot,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
31284,club-atletico-central-cordoba-sde-,Club Atlético Central Córdoba,ARG1,,27,26.4,3,11.1,0,Único Madre de Ciudades,30000,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-central-cordoba-sde-/startseite/verein/31284
317,fc-twente-enschede,FC Twente Enschede,NL1,,31,25.3,18,58.1,4,De Grolsch Veste,30205,+€10.40m,Joseph Oosting,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
3268,casa-pia-ac,Casa Pia AC,PO1,,23,27.4,17,73.9,2,Estádio Municipal de Rio Maior,7000,+€700k,João Pereira,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/casa-pia-ac/startseite/verein/3268
33,fc-schalke-04,FC Schalke 04,L1,,27,26.4,12,44.4,4,Veltins-Arena,62271,+€10.30m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/fc-schalke-04/startseite/verein/33
330,clube-atletico-mineiro,Clube Atlético Mineiro,BRA1,,33,25.7,9,27.3,6,Arena MRV,44892,€-1.24m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/clube-atletico-mineiro/startseite/verein/330
3302,ud-almeria,UD Almería,ES1,,24,25.2,13,54.2,5,Power Horse Stadium,18331,€-1.60m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/ud-almeria/startseite/verein/3302
331,ca-osasuna,CA Osasuna,ES1,,20,28.0,3,15.0,2,El Sadar,23576,+€40.50m,Alessio Lisci,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ca-osasuna/startseite/verein/331
3325,gd-chaves,GD Chaves,PO1,,29,25.8,17,58.6,1,Estádio Municipal Eng.º Manuel Branco Teixeira,8396,+€1.40m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/gd-chaves/startseite/verein/3325
3327,fc-penafiel,FC Penafiel,PO1,,28,27.9,4,14.3,0,Estádio Municipal 25 de Abril,5230,+-0,,2014,../data/raw/transfermarkt-scraper/2014/clubs.json.gz,https://www.transfermarkt.co.uk/fc-penafiel/startseite/verein/3327
3329,fc-famalicao,FC Famalicão,PO1,,26,23.7,18,69.2,3,Estádio Municipal de Famalicão,5186,€-4.00m,Hugo Oliveira,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
333,club-atletico-lanus,Club Atlético Lanús,ARG1,,29,27.0,6,20.7,2,Ciudad de Lanús - Néstor Díaz Pérez,46619,+€5.44m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-lanus/startseite/verein/333
3336,desportivo-aves,Desportivo Aves (- 2020),PO1,,0,,0,,0,Estádio CD das Aves,5441,+-0,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/desportivo-aves/startseite/verein/3336
3349,cd-feirense,CD Feirense,PO1,,24,25.0,11,45.8,2,Estádio Marcolino de Castro,5401,+€325k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/cd-feirense/startseite/verein/3349
336,sporting-lissabon,Sporting CP,PO1,,30,25.0,18,60.0,13,Estádio José Alvalade,52095,+€31.97m,Rui Borges,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
3368,ud-levante,Levante UD,ES1,,22,24.6,5,22.7,3,Ciutat de València,26354,+-0,Julián Calero,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
347,fc-metz,FC Metz,FR1,,22,25.0,13,59.1,5,Stade Saint-Symphorien,28786,+€16.00m,Stéphane Le Mignan,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
35,fc-st-pauli,FC St. Pauli,L1,,28,25.9,23,82.1,8,Millerntor-Stadion,29546,+€1.80m,Alexander Blessin,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-st-pauli/startseite/verein/35
350,sheffield-united,Sheffield United,GB1,,28,24.2,11,39.3,5,Bramall Lane,32702,+€31.02m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/sheffield-united/startseite/verein/350
3522,spezia-calcio,Spezia Calcio,IT1,,32,24.4,25,78.1,11,Alberto Picco,11676,€-3.95m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
3524,clermont-foot-63,Clermont Foot 63,FR1,,30,23.9,18,60.0,5,Stade Gabriel-Montpied,10800,+€4.00m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/clermont-foot-63/startseite/verein/3524
3558,gfc-ajaccio,GFC Ajaccio,FR1,,5,26.8,1,20.0,1,Stade Ange-Casanova,4050,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/gfc-ajaccio/startseite/verein/3558
366,real-valladolid,Real Valladolid CF,ES1,,28,25.4,14,50.0,1,José Zorrilla,27618,+€11.30m,Paulo Pezzolano,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/real-valladolid/startseite/verein/366
367,rayo-vallecano,Rayo Vallecano,ES1,,24,28.4,11,45.8,6,Estadio de Vallecas,14708,€-5.00m,Iñigo Pérez,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
368,fc-sevilla,Sevilla FC,ES1,,27,26.8,13,48.1,7,Ramón Sánchez-Pizjuán,43883,€-6.00m,Matías Almeyda,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368
3709,fc-getafe,Getafe CF,ES1,,22,27.0,12,54.5,4,Coliseum,16800,€-8.00m,José Bordalás,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
3734,tokyo-verdy,Tokyo Verdy,JAP1,,35,24.7,2,5.7,0,Ajinomoto Stadium,49970,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/tokyo-verdy/startseite/verein/3734
379,west-ham-united,West Ham United,GB1,,27,25.8,17,63.0,11,London Stadium,62500,+€97.85m,Graham Potter,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
38,fortuna-dusseldorf,Fortuna Düsseldorf,L1,,29,25.9,12,41.4,2,MERKUR SPIEL-ARENA,54600,+€600k,,2019,../data/raw/transfermarkt-scraper/2019/clubs.json.gz,https://www.transfermarkt.co.uk/fortuna-dusseldorf/startseite/verein/38
380,us-salernitana-1919,US Salernitana 1919,IT1,,30,24.5,16,53.3,3,Arechi,29739,+€18.80m,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
3828,yokohama-f-marinos,Yokohama Marinos,JAP1,,34,27.2,7,20.6,0,NISSAN Stadium,72327,+-0,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/yokohama-f-marinos/startseite/verein/3828
383,psv-eindhoven,PSV Eindhoven,NL1,,27,25.2,15,55.6,11,Philips Stadion,35000,+€32.00m,Peter Bosz,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
385,fortuna-sittard,Fortuna Sittardia Combinatie,NL1,,28,27.3,15,53.6,2,Fortuna Sittard Stadion,12800,+€2.10m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
39,1-fsv-mainz-05,1.FSV Mainz 05,L1,,30,27.1,16,53.3,12,Mewa Arena,33305,+€4.20m,Bo Henriksen,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
3911,stade-brest-29,Stade Brestois 29,FR1,,19,25.5,6,31.6,3,Stade Francis-Le Blé,15220,+-0,Éric Roy,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
3938,club-atletico-talleres,Club Atlético Talleres,ARG1,,32,24.9,8,25.0,2,Mario Alberto Kempes,57000,+€10.85m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-atletico-talleres/startseite/verein/3938
3958,vissel-kobe,Rakuten Vissel Kobe,JAP1,,42,26.9,6,14.3,0,NOEVIR Stadium Kobe,30132,+€1.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vissel-kobe/startseite/verein/3958
398,lazio-rom,Società Sportiva Lazio S.p.A.,IT1,,28,27.8,17,60.7,11,Olimpico di Roma,70634,+€13.55m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
399,leeds-united,Leeds United,GB1,,29,27.2,21,72.4,15,Elland Road,37890,+€23.20m,Daniel Farke,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
4,1-fc-nurnberg,1.FC Nuremberg,L1,,33,25.2,7,21.2,2,Max-Morlock-Stadion,50000,+€2.63m,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/1-fc-nurnberg/startseite/verein/4
40,fc-girondins-bordeaux,FC Girondins Bordeaux,FR1,,26,22.7,13,50.0,6,Matmut Atlantique,42115,+€12.70m,,2021,../data/raw/transfermarkt-scraper/2021/clubs.json.gz,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
40058,new-york-city-fc,New York City Football Club,MLS1,,33,24.8,18,54.5,7,Yankee Stadium,30321,€-8.83m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/new-york-city-fc/startseite/verein/40058
403,willem-ii-tilburg,Willem II Tilburg,NL1,,26,24.9,8,30.8,1,Koning Willem II Stadion,14700,€-875k,Peter Maes,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
405,aston-villa,Aston Villa,GB1,,29,27.4,21,72.4,16,Villa Park,43205,+€31.50m,Unai Emery,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
4078,club-de-foot-montreal,Club de Foot Montréal,MLS1,,28,24.0,19,67.9,7,Stade Saputo,20801,+€3.95m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/club-de-foot-montreal/startseite/verein/4078
4083,fc-crotone,FC Crotone,IT1,,25,27.0,6,24.0,1,Ezio Scida,16640,+€3.90m,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/fc-crotone/startseite/verein/4083
41,hamburger-sv,Hamburger SV,L1,,26,24.6,17,65.4,6,Volksparkstadion,57000,€-3.20m,Merlin Polzin,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/hamburger-sv/startseite/verein/41
410,udinese-calcio,Udinese Calcio,IT1,,39,25.5,33,84.6,12,Bluenergy Stadium,25144,€-18.00m,Kosta Runjaić,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
4102,carpi-fc-1909,AC Carpi,IT1,,25,23.6,6,24.0,1,Sandro Cabassi,5510,+-0,,2015,../data/raw/transfermarkt-scraper/2015/clubs.json.gz,https://www.transfermarkt.co.uk/carpi-fc-1909/startseite/verein/4102
415,fc-toulouse,FC Toulouse,FR1,,24,22.9,14,58.3,6,Stadium Municipal,33150,+€25.50m,Carles Martínez,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-toulouse/startseite/verein/415
416,fc-turin,Torino FC,IT1,,27,25.6,17,63.0,9,Olimpico Grande Torino,28177,€-2.30m,Marco Baroni,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
417,ogc-nizza,OGC Nice,FR1,,27,25.3,19,70.4,11,Allianz Riviera,36178,+€11.30m,Franck Haise,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
4171,benevento-calcio,Benevento Calcio,IT1,,31,26.7,16,51.6,2,Ciro Vigorito,16867,€-1.93m,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/benevento-calcio/startseite/verein/4171
4172,ac-pisa-1909,Pisa Sporting Club,IT1,,35,24.7,20,57.1,5,Cetilar® Arena,12508,€-7.08m,Alberto Gilardino,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ac-pisa-1909/startseite/verein/4172
418,real-madrid,Real Madrid,ES1,,30,25.5,20,66.7,20,Santiago Bernabéu,83186,€-67.50m,Xabi Alonso,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
42,hannover-96,Hannover 96,L1,,28,25.0,6,21.4,1,Heinz-von-Heiden-Arena,49000,€-300k,,2018,../data/raw/transfermarkt-scraper/2018/clubs.json.gz,https://www.transfermarkt.co.uk/hannover-96/startseite/verein/42
4284,sporting-kansas-city,Sporting Kansas City,MLS1,,25,24.5,11,44.0,3,Sporting Park,21000,€-7.11m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sporting-kansas-city/startseite/verein/4284
4291,portland-timbers,Portland Timbers,MLS1,,26,26.9,17,65.4,6,Providence Park,25218,€-2.75m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/portland-timbers/startseite/verein/4291
4294,sc-farense,SC Farense,PO1,,32,26.9,19,59.4,2,Estádio de São Luís,7000,+€800k,José Mota,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/sc-farense/startseite/verein/4294
430,ac-florenz,ACF Fiorentina,IT1,,36,25.2,16,44.4,11,Artemio Franchi,43147,€-35.50m,Stefano Pioli,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
432,chicago-fire-fc,Chicago Fire Soccer Club,MLS1,,29,26.2,15,51.7,5,Soldier Field,61500,€-4.83m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/chicago-fire-fc/startseite/verein/432
44,hertha-bsc,Hertha BSC,L1,,36,24.1,14,38.9,7,Olympiastadion Berlin,74667,+€6.70m,,2022,../data/raw/transfermarkt-scraper/2022/clubs.json.gz,https://www.transfermarkt.co.uk/hertha-bsc/startseite/verein/44
45604,orlando-city-sc,Orlando City Soccer Club,MLS1,,26,24.9,19,73.1,6,Inter&Co Stadium,25500,€-631k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/orlando-city-sc/startseite/verein/45604
458,palermo-fc,Palermo FC,IT1,,28,25.6,7,25.0,4,"Comunale Renzo Barbera ""La Favorita""",36365,€-7.94m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/palermo-fc/startseite/verein/458
46,inter-mailand,Inter Milan,IT1,,25,27.4,18,72.0,17,Giuseppe Meazza,75923,€-14.50m,Cristian Chivu,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46
467,nec-nijmegen,NEC Nijmegen,NL1,,25,26.0,12,48.0,5,Goffertstadion,12650,+€12.35m,Dick Schreuder,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/nec-nijmegen/startseite/verein/467
468,sparta-rotterdam,Sparta Rotterdam,NL1,,23,24.8,7,30.4,3,Sparta-stadion - Het Kasteel,10599,€-1.65m,Maurice Steijn,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
472,ud-las-palmas,UD Las Palmas,ES1,,27,26.6,6,22.2,1,Estadio de Gran Canaria,32400,+€14.06m,Luis Carrión,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ud-las-palmas/startseite/verein/472
4750,sc-olhanense,SC Olhanense,PO1,,10,23.4,5,50.0,0,Estádio José Arcanjo,10080,+-0,,2013,../data/raw/transfermarkt-scraper/2013/clubs.json.gz,https://www.transfermarkt.co.uk/sc-olhanense/startseite/verein/4750
4795,fc-ingolstadt-04,FC Ingolstadt 04,L1,,28,24.3,8,28.6,1,Audi Sportpark,15800,+€1.55m,,2016,../data/raw/transfermarkt-scraper/2016/clubs.json.gz,https://www.transfermarkt.co.uk/fc-ingolstadt-04/startseite/verein/4795
499,vitesse-arnheim,Vitesse Arnhem,NL1,,25,21.3,5,20.0,0,GelreDome,21248,+-0,,2023,../data/raw/transfermarkt-scraper/2023/clubs.json.gz,https://www.transfermarkt.co.uk/vitesse-arnheim/startseite/verein/499
5,ac-mailand,AC Milan,IT1,,32,25.4,22,68.8,21,Giuseppe Meazza,75923,€-60.85m,Massimiliano Allegri,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
506,juventus-turin,Juventus FC,IT1,,29,27.2,20,69.0,17,Allianz Stadium,41507,€-47.05m,Igor Tudor,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
512,stoke-city,Stoke City,GB1,,24,26.7,9,37.5,6,bet365 Stadium,30089,+€17.00m,,2017,../data/raw/transfermarkt-scraper/2017/clubs.json.gz,https://www.transfermarkt.co.uk/stoke-city/startseite/verein/512
51663,atlanta-united-fc,Atlanta United Football Club,MLS1,,26,26.4,20,76.9,8,Mercedes-Benz Stadium,73019,€-4.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/atlanta-united-fc/startseite/verein/51663
51772,fc-cincinnati,Football Club Cincinnati,MLS1,,28,26.0,18,64.3,7,TQL Stadium,26000,+€570k,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-cincinnati/startseite/verein/51772
51828,los-angeles-fc,Los Angeles Football Club,MLS1,,26,27.5,15,57.7,7,BMO Stadium,22000,€-27.66m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/los-angeles-fc/startseite/verein/51828
533,tsg-1899-hoffenheim,TSG 1899 Hoffenheim,L1,,36,24.3,22,61.1,12,PreZero Arena,30150,+€2.05m,Christian Ilzer,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
5358,sd-huesca,SD Huesca,ES1,,24,27.5,8,33.3,2,El Alcoraz,9128,+€1.43m,,2020,../data/raw/transfermarkt-scraper/2020/clubs.json.gz,https://www.transfermarkt.co.uk/sd-huesca/startseite/verein/5358
537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,,32,26.5,27,84.4,17,Molineux Stadium,31750,€-17.50m,Vítor Pereira,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
56089,minnesota-united-fc,Minnesota United FC,MLS1,,29,25.7,17,58.6,5,Allianz Field,19600,+€3.06m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/minnesota-united-fc/startseite/verein/56089
